X,Y,Z,Label
388,317,1143,0
390,287,1128,0
381,242,1152,0
383,232,1128,0
363,240,1079,0
357,255,1025,0
343,292,960,0
354,321,903,0
350,325,891,0
366,308,935,0
384,238,1019,0
397,187,1059,0
394,129,1063,0
397,92,1053,0
389,119,1033,0
407,145,994,0
414,194,975,0
436,217,952,0
445,233,957,0
468,197,964,0
472,176,1016,0
488,110,1062,0
498,70,1088,0
488,52,1099,0
474,54,1113,0
466,77,1077,0
483,77,1079,0
485,67,1105,0
480,25,1123,0
469,-1,1121,0
455,-12,1117,0
452,3,1109,0
451,42,1122,0
454,68,1110,0
448,93,1087,0
451,99,1086,0
456,84,1095,0
440,74,1070,0
429,68,1082,0
414,49,1073,0
422,67,1039,0
423,91,1008,0
412,106,991,0
413,130,989,0
408,154,987,0
412,150,981,0
409,147,969,0
399,141,978,0
395,153,957,0
387,155,986,0
396,160,995,0
388,158,984,0
388,168,983,0
386,136,980,0
365,120,965,0
352,115,990,0
353,105,988,0
339,102,1004,0
330,97,1001,0
332,86,1014,0
336,91,1026,0
320,101,1035,0
336,85,1052,0
342,80,1056,0
339,61,1050,0
336,41,1069,0
344,41,1061,0
352,64,1075,0
349,78,1066,0
348,55,1069,0
335,49,1057,0
313,54,1047,0
308,59,1048,0
295,44,1050,0
294,49,1039,0
275,42,1049,0
278,-1,1053,0
260,-12,1032,0
265,-39,1054,0
233,-58,1039,0
217,-75,1041,0
212,-69,1051,0
210,-59,1052,0
211,-62,1058,0
207,-67,1058,0
207,-80,1056,0
211,-82,1057,0
209,-92,1064,0
210,-104,1069,0
197,-129,1061,0
190,-156,1065,0
166,-139,1045,0
143,-137,1016,0
136,-106,1004,0
118,-99,962,0
95,-115,913,0
65,-139,923,0
54,-151,898,0
54,-169,912,0
46,-195,930,0
62,-188,930,0
61,-153,932,0
54,-120,886,0
57,-101,851,0
38,-91,807,0
29,-96,792,0
33,-61,781,0
8,-95,809,0
4,-144,840,0
-17,-195,895,0
-4,-205,913,0
12,-177,910,0
19,-125,901,0
33,-77,868,0
33,-38,843,0
22,-18,843,0
46,-4,863,0
33,-27,896,0
17,-67,940,0
3,-95,985,0
6,-89,969,0
-3,-51,971,0
15,-8,938,0
10,31,934,0
-4,36,921,0
-25,20,925,0
-38,20,911,0
